Subject,Release,Acquisition,Gender,Age,3T_Full_MR_Compl,7T_Full_MR_Compl,MEG_FullProt_Compl
467351,S900,Q03,M,31-35,true,true,false
468050,S1200,Q08,F,31-35,true,false,false
469961,S1200,Q13,F,26-30,true,false,false
473952,S500,Q07,F,31-35,false,false,false
475855,S500,Q06,F,26-30,false,false,false
479762,S500,Q04,M,22-25,true,false,false
480141,S500,Q04,F,22-25,true,false,false
481042,S1200,Q12,F,31-35,true,false,false
481143,S900,Q04,F,31-35,false,false,false
481951,S900,Q10,F,22-25,true,false,false
485757,Q2,Q03,F,31-35,true,false,false
486759,S500,Q05,M,31-35,true,false,false
492754,S900,Q11,F,26-30,false,false,false
495255,S900,Q10,M,31-35,true,false,false
497764,S900,Q07,M,22-25,false,false,false
497865,Q3,Q04,M,26-30,true,false,false
499566,Q1,Q01,F,26-30,true,false,false
500222,S500,Q05,F,26-30,true,false,false
506234,S900,Q11,M,26-30,true,false,false
510225,S1200,Q08,F,26-30,true,false,false
510326,S500,Q05,F,26-30,true,false,false
512835,MEG2,Q07,M,31-35,true,false,false
513130,S1200,Q12,F,26-30,true,false,false
513736,S900,Q07,F,22-25,true,false,false
516742,S1200,Q11,M,31-35,true,false,false
517239,S900,Q11,M,22-25,true,false,false
518746,S1200,Q12,M,22-25,true,false,false
519647,S1200,Q13,M,26-30,true,false,false
519950,S500,Q04,F,31-35,true,false,false
520228,S900,Q10,M,22-25,true,false,false
521331,S500,Q04,F,26-30,false,false,false
522434,S500,Q05,F,26-30,true,false,false
523032,S900,Q09,M,31-35,true,false,false
524135,S900,Q10,M,22-25,true,false,false
525541,S900,Q10,F,26-30,true,true,false
529549,S900,Q07,F,26-30,true,false,false
529953,S900,Q10,M,26-30,true,false,false
530635,Q1,Q02,M,26-30,true,false,false
531536,S500,Q05,M,31-35,true,false,false
531940,S1200,Q13,F,22-25,false,false,false
536647,S900,Q08,F,31-35,true,false,false
537952,S1200,Q12,F,26-30,false,false,false
540436,S500,Q06,M,31-35,true,false,false
541640,S1200,Q06,M,26-30,true,false,false
541943,Q3,Q03,F,26-30,true,true,false
545345,Q3,Q04,M,31-35,true,false,false
547046,Q3,Q04,F,26-30,false,true,false
548250,S900,Q08,M,22-25,true,false,false
549757,S900,Q05,F,26-30,false,false,false
550035,S900,Q10,M,26-30,false,false,false
550439,S1200,Q12,M,22-25,false,true,false
551138,S900,Q12,F,26-30,false,false,false
552241,S1200,Q12,M,22-25,true,false,false
552544,Q2,Q03,F,31-35,false,false,false
553344,S900,Q11,F,31-35,true,false,false
555348,S900,Q09,F,31-35,true,false,false
555651,S900,Q11,F,31-35,true,false,false
555954,S1200,Q09,M,26-30,true,false,false
557857,S900,Q09,M,22-25,true,false,false
558657,S1200,Q13,M,22-25,true,false,false
558960,S1200,Q12,F,31-35,true,false,false
559053,Q1,Q02,F,31-35,true,false,true
559457,S1200,Q13,M,31-35,true,false,false
561242,Q3,Q03,F,22-25,true,false,false
561444,S900,Q11,M,22-25,true,false,false
561949,S1200,Q12,M,26-30,true,false,false
562345,S900,Q07,F,31-35,true,true,false
562446,S500,Q06,F,31-35,true,false,false
564046,S500,Q05,M,31-35,false,false,false
565452,S500,Q05,F,22-25,true,false,false
566454,S500,Q06,F,26-30,true,false,false
567052,S500,Q05,M,31-35,true,false,false
567759,S1200,Q09,F,26-30,true,false,false
567961,S500,Q06,F,22-25,true,false,false
568963,S500,Q05,F,31-35,true,false,true
569864,S500,Q06,F,26-30,false,false,false
569965,S1200,Q13,F,31-35,false,false,false
570243,Q3,Q03,F,26-30,true,false,false
571043,S900,Q08,F,26-30,false,false,false
571144,S900,Q09,M,22-25,true,false,false
571548,Q3,Q04,M,26-30,false,false,false
572045,S900,Q08,F,31-35,true,true,false
573249,S500,Q04,M,26-30,true,true,false
573451,S500,Q07,M,22-25,true,false,false
574958,S900,Q09,M,31-35,false,false,false
576255,S900,Q10,F,31-35,true,false,false
577762,S1200,Q12,F,31-35,false,false,false
578057,S1200,Q13,F,26-30,false,false,false
578158,S1200,Q13,M,26-30,false,false,false
579665,Q2,Q02,F,31-35,false,false,false
579867,S900,Q10,F,31-35,true,false,false
580044,S500,Q05,F,26-30,true,false,false
580347,S500,Q04,F,26-30,false,false,false
580650,S900,Q09,F,31-35,true,false,false
580751,S900,Q10,M,22-25,true,false,false
581349,Q2,Q02,M,31-35,true,false,false
581450,S900,Q09,M,22-25,true,true,true
583858,S500,Q05,M,31-35,true,false,false
584355,S900,Q09,M,31-35,false,false,false
585256,S900,Q11,F,31-35,true,false,false
585862,Q1,Q01,F,26-30,false,false,false
586460,Q3,Q03,F,26-30,true,false,false
587664,S900,Q08,F,26-30,true,false,false
588565,S900,Q09,M,31-35,true,false,false
589567,S1200,Q13,M,22-25,true,false,false
590047,S1200,Q09,M,22-25,true,false,false
592455,S500,Q06,M,31-35,false,false,false
594156,S500,Q06,M,26-30,true,false,false
597869,S900,Q11,M,31-35,true,false,false
598568,Q2,Q03,M,26-30,true,false,false
599065,S900,Q04,M,22-25,true,false,false
599469,S500,Q04,F,31-35,true,false,false
599671,S500,Q05,M,26-30,true,false,true
601127,S500,Q07,M,22-25,false,true,true
604537,S900,Q11,M,22-25,true,false,false
609143,S900,Q08,F,31-35,true,false,false
611231,Q1,Q01,F,31-35,false,false,false
611938,S900,Q09,M,22-25,true,false,false
613235,S900,Q11,F,26-30,false,false,false
613538,S500,Q04,F,26-30,true,false,false
614439,S900,Q08,F,26-30,false,false,false
615441,S1200,Q12,M,22-25,false,false,false
615744,S900,Q09,F,26-30,true,false,false
616645,S900,Q11,M,22-25,true,false,false
617748,S900,Q11,F,26-30,true,true,false
618952,S900,Q11,M,22-25,true,false,false
620333,S1200,Q12,F,26-30,false,false,false
620434,S500,Q05,F,26-30,false,false,false
622236,S500,Q06,M,22-25,true,false,false
623137,S1200,Q13,F,31-35,false,false,false
623844,S500,Q05,M,26-30,true,false,false
626648,S900,Q10,F,22-25,true,false,false
627549,Q2,Q02,F,31-35,true,true,false
627852,S900,Q10,M,26-30,true,false,false
628248,S900,Q08,M,26-30,true,false,false
630134,S1200,Q12,F,31-35,false,false,false
632037,S1200,Q13,F,22-25,false,false,false
632845,S900,Q04,M,26-30,false,false,false
633847,S900,Q08,F,22-25,true,false,false
634748,S1200,Q13,F,22-25,true,false,false
635245,S1200,Q12,M,26-30,true,false,false
638049,Q1,Q02,F,31-35,true,true,false
644044,S500,Q06,M,31-35,false,false,false
644246,S1200,Q12,F,31-35,false,true,false
645450,S900,Q09,F,26-30,true,false,false
645551,Q2,Q03,F,22-25,true,false,false
646048,S900,Q05,F,31-35,false,false,false
647858,S900,Q11,M,26-30,true,false,false
650746,S500,Q04,M,26-30,false,false,false
654350,S900,Q08,F,26-30,true,false,false
654552,S1200,Q12,F,31-35,true,true,false
654754,Q2,Q02,F,31-35,true,false,false
656253,S900,Q07,M,26-30,true,false,false
656657,S900,Q11,M,22-25,true,false,false
657659,S900,Q12,F,22-25,true,false,false
660951,MEG2,Q08,F,26-30,true,false,true
662551,MEG2,Q07,M,26-30,false,false,true
663755,S900,Q11,F,22-25,true,false,false
664757,S900,Q11,M,26-30,true,false,false
665254,Q1,Q01,F,31-35,true,false,false
667056,S900,Q10,M,22-25,true,false,true
668361,S900,Q09,M,31-35,true,false,false
671855,S900,Q09,M,26-30,true,true,false
672756,Q1,Q01,M,31-35,true,false,false
673455,S500,Q06,F,31-35,true,false,false
675661,S1200,Q12,M,31-35,true,false,false
677766,S900,Q09,M,26-30,true,false,false
677968,Q2,Q03,F,31-35,true,false,false
679568,S500,Q06,F,26-30,true,false,false
679770,S900,Q09,M,26-30,true,false,true
680250,S900,Q08,F,22-25,false,false,false
680452,S1200,Q13,F,31-35,true,false,false
680957,Q3,Q03,F,26-30,true,true,true
683256,S500,Q04,F,26-30,true,false,false
685058,Q1,Q02,M,31-35,false,false,false
686969,S900,Q11,M,22-25,false,false,false
687062,S900,Q05,M,26-30,false,false,false
687163,S500,Q06,M,22-25,true,false,false
688569,S1200,Q02,F,26-30,false,false,false
689369,S900,Q05,M,31-35,false,false,false
689470,S1200,Q12,M,36+,false,false,false
690152,S500,Q05,M,26-30,true,true,false
692964,S1200,Q12,M,22-25,true,false,false
693461,S900,Q08,F,31-35,false,false,false
693764,S900,Q11,M,31-35,true,false,false
694362,S1200,Q13,F,22-25,true,false,false
695768,S500,Q06,M,26-30,true,false,false
696063,S900,Q04,F,31-35,false,false,false
698168,S1200,Q12,M,22-25,true,false,false
700634,S900,Q10,M,26-30,true,false,false
701535,S1200,Q13,F,31-35,false,false,false
702133,Q2,Q02,F,31-35,true,false,false
704238,Q3,Q03,M,26-30,true,false,false
705341,Q3,Q03,M,31-35,true,false,false
706040,S900,Q08,F,22-25,false,true,true
707244,Q1,Q02,F,26-30,false,false,false
707749,S900,Q07,M,31-35,true,false,true
709551,S500,Q06,F,31-35,true,false,false
713239,Q3,Q03,F,26-30,false,false,false
715041,S500,Q06,F,31-35,false,false,false
715647,Q3,Q03,F,31-35,false,false,false
715950,MEG2,Q07,F,26-30,true,false,false
720337,S900,Q07,M,22-25,true,false,false
723141,S1200,Q12,M,31-35,true,false,false
724446,S900,Q11,M,22-25,true,true,false
725751,S900,Q05,M,26-30,true,true,true
727553,S900,Q07,F,26-30,false,false,false
727654,S900,Q03,F,22-25,false,false,false
728454,S1200,Q12,M,22-25,true,false,false
729254,S500,Q05,M,22-25,false,false,false
729355,S1200,Q13,M,26-30,false,false,false
729557,Q1,Q01,F,22-25,true,false,false
731140,S900,Q11,F,31-35,true,false,false
732243,Q1,Q02,F,31-35,true,true,false
733548,S900,Q02,F,31-35,false,false,false
734045,Q2,Q03,M,22-25,true,false,false
734247,S900,Q08,F,31-35,false,false,false
735148,S900,Q06,M,22-25,true,false,true
737960,S900,Q07,F,22-25,false,false,false
742549,S500,Q06,M,26-30,true,false,false
743248,S900,Q05,M,31-35,false,false,false
744553,S900,Q11,F,31-35,true,false,false
745555,Q3,Q04,F,31-35,false,true,false
748056,S900,Q10,M,31-35,false,false,false
748258,Q2,Q03,F,22-25,true,false,false
748662,S500,Q05,F,31-35,false,false,false
749058,S900,Q11,M,22-25,true,false,false
749361,Q3,Q03,F,26-30,false,false,false
751348,Q3,Q03,M,26-30,true,false,false
751550,S900,Q10,F,26-30,false,true,false
753150,S900,Q10,M,22-25,true,false,false
753251,Q2,Q02,M,26-30,false,false,false
756055,Q3,Q03,M,22-25,true,false,false
757764,S1200,Q13,F,36+,true,true,false
759869,S500,Q05,M,31-35,true,false,false
760551,S1200,Q12,F,26-30,false,false,false
761957,Q3,Q03,F,26-30,true,false,false
763557,S1200,Q09,M,26-30,true,false,false
765056,Q3,Q03,M,26-30,true,false,false
765864,S1200,Q08,F,26-30,true,true,false
766563,S900,Q11,M,26-30,false,false,false
767464,S900,Q09,F,26-30,true,false,false
769064,S900,Q10,M,26-30,true,false,false
770352,S500,Q04,F,26-30,true,true,false
771354,S500,Q04,F,26-30,true,true,false
773257,S900,Q10,M,26-30,true,false,false
774663,S1200,Q13,M,26-30,true,false,false
779370,S500,Q04,F,26-30,true,false,false
782157,S500,Q05,M,26-30,false,false,false
782561,S500,Q06,F,31-35,true,true,false
783462,MEG2,Q08,M,22-25,true,true,true
784565,S500,Q06,F,26-30,true,false,false
786569,S500,Q04,F,31-35,false,false,false
788674,S1200,Q11,F,31-35,true,false,false
788876,Q2,Q02,F,31-35,true,false,false
789373,S500,Q06,M,26-30,true,true,false
792564,Q1,Q01,F,31-35,true,false,false
792766,S500,Q04,M,31-35,false,false,false
792867,S900,Q12,M,36+,true,false,false
793465,S900,Q10,M,22-25,false,false,false
800941,S900,Q10,M,26-30,true,false,false
802844,S500,Q06,F,22-25,true,false,false
803240,S900,Q09,M,22-25,true,false,false
804646,S1200,Q13,F,31-35,false,false,false
809252,S1200,Q11,F,26-30,false,false,false
810439,S900,Q08,M,26-30,false,false,false
810843,S900,Q11,M,31-35,true,false,false
812746,S900,Q11,M,22-25,true,false,false
814548,S1200,Q13,F,31-35,true,false,false
814649,S500,Q05,M,26-30,false,true,true
815247,S1200,Q08,M,26-30,true,false,false
816653,S500,Q04,F,22-25,true,false,false
816855,S900,Q08,M,26-30,false,false,false
818455,S1200,Q08,M,31-35,true,false,false
818859,S900,Q08,M,31-35,true,true,false
820745,S900,Q07,M,31-35,true,false,false
822244,S1200,Q08,F,26-30,false,false,false
822850,S900,Q05,M,26-30,false,false,false
825048,MEG2,Q07,F,31-35,true,true,false
825351,S900,Q09,M,26-30,false,false,false
825553,S1200,Q09,M,26-30,true,false,false
825654,S1200,Q12,F,31-35,true,false,false
826353,Q1,Q01,F,26-30,true,true,false
826454,S500,Q06,F,26-30,true,false,false
827052,S1200,Q13,F,26-30,false,false,false
828862,S1200,Q13,F,26-30,true,false,false
832651,S1200,Q12,M,22-25,true,false,false
833148,S500,Q05,M,26-30,true,false,false
833249,S500,Q04,F,26-30,true,true,false
835657,S900,Q11,F,31-35,true,false,false
837560,S500,Q05,M,26-30,true,false,false
837863,S900,Q11,M,26-30,false,false,false
837964,S500,Q06,F,31-35,true,false,false
841349,S900,Q10,F,26-30,true,false,false
843151,S900,Q11,M,26-30,true,false,false
844961,S900,Q08,F,31-35,true,false,false
845458,S500,Q06,F,31-35,true,false,false
849264,S900,Q10,F,31-35,true,false,false
849971,S500,Q05,M,22-25,true,false,false
852455,S900,Q08,F,26-30,true,false,false
856463,S900,Q09,F,31-35,false,false,false
856766,Q1,Q01,F,31-35,true,false,false
856968,S900,Q10,M,31-35,true,false,false
857263,Q2,Q02,M,22-25,true,false,false
859671,Q1,Q02,F,31-35,true,true,false
861456,Q1,Q01,F,31-35,true,true,false
865363,Q1,Q01,M,22-25,true,false,false
867468,S900,Q07,M,22-25,true,false,false
869472,S1200,Q11,F,22-25,true,false,false
870861,S900,Q09,M,31-35,true,false,false
871762,S500,Q06,M,26-30,true,true,false
871964,Q3,Q03,M,26-30,true,false,false
872158,Q2,Q02,F,26-30,false,false,false
872562,S900,Q08,F,31-35,true,false,false
872764,S500,Q06,F,26-30,false,true,false
873968,S900,Q06,F,22-25,true,false,false
876873,S900,Q08,F,26-30,false,false,false
877168,Q1,Q01,F,31-35,false,false,false
877269,S500,Q05,F,22-25,true,false,false
878574,S900,Q03,F,26-30,false,false,false
878776,S900,Q10,M,22-25,false,true,false
878877,S1200,Q09,M,26-30,true,true,false
880157,S900,Q08,M,31-35,true,false,false
882161,S900,Q07,F,26-30,true,false,false
884064,S1200,Q07,F,31-35,false,false,false
884973,S900,Q11,F,31-35,false,false,false
885975,Q2,Q02,F,26-30,true,false,false
886674,S1200,Q11,M,22-25,true,false,false
887373,Q2,Q03,F,31-35,true,false,false
888678,S1200,Q13,M,26-30,false,false,false
889579,Q1,Q01,M,31-35,true,false,false
891667,S900,Q10,M,26-30,true,false,true
894067,S900,Q08,M,31-35,true,false,false
894673,Q1,Q02,F,26-30,true,false,false
894774,S900,Q10,M,26-30,true,false,false
896778,Q1,Q01,F,31-35,true,false,false
896879,Q1,Q02,M,26-30,true,false,false
898176,S500,Q06,M,31-35,true,true,true
899885,Q3,Q03,F,26-30,true,true,false
901038,S500,Q06,M,26-30,false,false,false
901139,Q1,Q01,F,26-30,true,true,false
901442,S500,Q06,F,26-30,true,true,false
902242,S1200,Q08,F,36+,true,false,false
904044,Q3,Q03,F,31-35,true,false,false
905147,S1200,Q13,F,36+,true,true,false
907656,S500,Q06,F,31-35,true,false,false
908860,S1200,Q10,M,26-30,true,false,false
910241,S500,Q05,M,26-30,true,true,false
910443,S900,Q11,F,26-30,true,false,false
911849,S1200,Q13,F,31-35,true,false,false
912447,S500,Q06,M,26-30,true,false,false
912548,S900,Q05,F,31-35,false,false,false
915554,S1200,Q13,M,22-25,false,false,false
917255,Q1,Q02,M,31-35,true,false,false
917558,S900,Q12,F,31-35,true,false,false
919158,S900,Q12,F,31-35,false,false,false
919966,S900,Q11,F,31-35,true,false,false
922854,S500,Q07,M,26-30,true,false,false
923755,S900,Q10,F,26-30,true,false,false
926862,S900,Q09,M,26-30,false,true,false
927359,S900,Q07,M,22-25,true,true,false
929464,S1200,Q11,F,26-30,false,false,false
930449,S500,Q05,F,22-25,true,false,false
932554,Q2,Q02,M,26-30,true,false,false
933253,S1200,Q12,F,26-30,true,false,false
937160,Q1,Q01,M,26-30,false,false,false
940553,S900,Q12,M,22-25,false,false,false
942658,S900,Q08,M,26-30,true,true,false
943862,S1200,Q09,M,26-30,true,true,false
946666,S900,Q05,M,31-35,false,false,false
947668,S900,Q08,F,26-30,true,false,false
951457,Q3,Q03,F,31-35,false,false,false
952863,S900,Q10,F,22-25,true,false,false
953764,S900,Q10,F,31-35,false,false,false
955465,S900,Q08,M,26-30,true,false,false
957974,S500,Q04,F,26-30,true,false,false
958976,S500,Q05,M,26-30,true,true,false
959069,S1200,Q04,M,31-35,false,false,false
959574,Q3,Q03,F,26-30,true,false,false
962058,S1200,Q08,M,26-30,true,false,false
965367,S500,Q07,M,31-35,true,false,false
965771,S500,Q05,M,31-35,true,false,false
966975,S900,Q12,M,22-25,true,true,false
969476,S1200,Q12,M,31-35,true,false,false
970764,S1200,Q09,F,22-25,true,false,false
971160,S1200,Q10,M,26-30,true,true,false
972566,S900,Q11,F,31-35,false,false,false
973770,S1200,Q13,M,22-25,false,false,false
978578,Q3,Q04,F,31-35,true,false,false
979984,S500,Q07,F,31-35,false,false,false
983773,S500,Q05,M,26-30,true,false,false
984472,Q2,Q02,F,26-30,true,false,false
987074,S1200,Q10,M,22-25,true,false,false
987983,S500,Q04,F,26-30,true,false,false
989987,S1200,Q13,M,31-35,true,false,false
990366,S900,Q10,M,22-25,true,false,false
991267,S500,Q06,M,26-30,true,false,false
992673,S900,Q12,F,31-35,true,false,false
992774,Q2,Q02,M,31-35,true,false,false
993675,S900,Q09,F,26-30,true,false,false
994273,S500,Q06,M,26-30,true,false,false
995174,S1200,Q13,M,22-25,false,false,false
996782,S900,Q08,F,26-30,true,false,false